,0
220,"I've read the other reviews and found some to be comparison of movie v real life (eg what it takes to get into music school), Britney Bashing, etc, etc. so let's focus on the movie and the message.<br /><br />I have rated this movie 7 out of 10 for the age range 8 to 14 years, and for a family movie. For the average adult male.... 2 out of 10.<br /><br />I like pop/rock music, i'm 45. I know of Britney Spears but never realised she actually sang Stronger until i read the credits and these reviews. I didn't recognise her poster on the wall so I was not worried about any 'self promotion'.<br /><br />I watch movies to be entertained. i don't care about casting, lighting, producers, directors, etc. What is the movie and does it entertain me.<br /><br />I watched this movie for the message. The world's greatest epidemic is low self-esteem (which is a whole other story) so watched with the message in mind, as that is an area of interest. The movie is light, bright and breezy, great for kids. I found the Texan twang began to fade throughout the movie and of course there are only so many ways to convey the give up/don't give up message, so yeh, it was a bit predictable. Great message though...should be more of them.<br /><br />This movie is a great family movie, but for a bloke watching by himself, get Hannibal."
221,"I like this movie because it is a fine work of cinema, made by people who care enough to make it art and not just home movies. It is filled with Super-surfer Greg Noll's home movies, and a boatload of amateur video from others who align themselves with his 50-year passion. Nevertheless, it has been expanded to the degree that it approaches aesthetic glory. It is filled with artistic talent, and athletic talent, however trivial you might think surfing to be athletic. Surfers are not astronauts nor test-pilots. Nor are they surgeons(perhaps) or Ph.d's(again, perhaps). It believes in the quest of the surfer. It believes in the beauty of human goofiness. It believes in the great gift of peace, which comes from the cessation of war. Surfers celebrate the cessation of war on the north beach of an Hawaiian island attacked by Japanese zeroes fifteen years before. It celebrates the down-time of a country which fought a cold war-instead of a hot-war - with the Russian socialists. Surfing is the ultimate narcissism. It is dangerous, but only slightly historical. I suspect Alexander the Great would not be celebrated for his surfing technique. He had to go out and conquer a few dozen countries to get the favorable press he has received. This movie has no military heroes. It has no guns. The only beach-head surfers conquer has a beer-stand and and a surfboard shop. This is not a problem. Peace is not desperate. It is the joy of exhalation."
222,"Although the plot of this film is a bit far-fetched, it is worth seeing just for the performances of Michaels Caine and Gambon. The latter delivers a truly wonderful Dublin accent. Caine hams it up...which is exactly what the character he is playing should do. Entertaining and fun, this is a hour and a half of easy watching."
223,"I caught this movie on the Sci-Fi channel recently. It actually turned out to be pretty decent as far as B-list horror/suspense films go. Two guys (one naive and one loud mouthed a**) take a road trip to stop a wedding but have the worst possible luck when a maniac in a freaky, make-shift tank/truck hybrid decides to play cat-and-mouse with them. Things are further complicated when they pick up a ridiculously whorish hitchhiker. What makes this film unique is that the combination of comedy and terror actually work in this movie, unlike so many others. The two guys are likable enough and there are some good chase/suspense scenes. Nice pacing and comic timing make this movie more than passable for the horror/slasher buff. Definitely worth checking out."
224,"(Very mild spoilers; a basic plot outline, no real details) <br /><br />IF you go into this movie with sufficiently low expectations. I saw this film at a free screening a few days ago in Maryland, and the only reason I agreed to go...was because it was free. I expected a few chuckles, but as I have never been a huge fan of Tenacious D, not much more then that.<br /><br />The first ten minutes of the film are hilarious, as we are given a look at Jack Black's humble Christian origins in a Midwest American town. The film then takes us years into the future, to the first meeting between JB and Kyle Gass, the second half of Tenacious D. We see the formation of the band and the genesis of its name. Finally, as the title suggests, the second half of the film details their quest to obtain the fabled ""Pick of Destiny."" Again, the beginning of the film was laugh out loud funny, and most of the movie at least kept a smile on my face. That said, there were times it felt a bit long; it's only 100 minutes, but it still felt like it should have been a bit shorter. The story is every bit as absurd as it sounds, and this is not a film you see if you want a real plot. Which is fine, except it means that many of the jokes are very hit or miss...and when they miss, they miss bad. Same thing with the songs; it is a musical, but many of the songs lost their appeal after the first minute or so...then kept going anyway.<br /><br />I will say that the R-rating really saved this movie from bombing; The D's humor simply couldn't work without cussing, sex, and drug references. But unless you're a real fan of the band, or at the very least know you appreciate their style of comedy, I would recommend you save yourself some money and rent. ""Pick"" will make you giggle a bit...but is it worth 9 bucks? I don't think so. I was tempted to rate it a 6, but since I do think that many would enjoy it enough to justify seeing it in theatres, a 7 seems more appropriate. Just be sure it's your style."
225,"I shall begin with a disclaimer: This movie is NOT recommended for anyone who lack interest or have never played FF7 the game before watching. The movie relies on the audience's knowledge of each character in the game to convey story plot elements. And it does so very subtly. Do your homework before watching this wonderful piece of CG film and I promise it'll be that much better.<br /><br />With that in mind, this film has some of the most spectacular CG sequences I have ever witnessed. The whole experience felt like an extra long FMV sequence from the game, on steroids. Yeah. The attention to detail in each scene, especially in the heavy action oriented ones, is so impeccable it left me with a sense of awe.<br /><br />I believe the soundtrack is simplified so as to help the audience focus on the animation quality more than the music. Again, for those who are familiar with the FF7 story and background, the music should not surprise anyone (although the timing and placement of each soundtrack from the original accompany each scene and mood to the point where the music simply enhances the animation).<br /><br />Once again, I myself having only played through FF7 once, thoroughly enjoyed this piece of art from Square Enix. And that is the feel in most scenes, choreographed and organized. Like a dance.<br /><br />In short, if you enjoyed the music or the game Final Fantasy 7, this film will blow you out of the water. If you're in the unfortunate majority who has not experienced the goodness known as FF7 on Playstation or PC, doing so before watching the movie will allow for an exponentially greater experience.<br /><br />Finally, I just want to make a note of the quality in animating this film. Characters move with fluidity. Each scene background comes to life and tells its own story. For those who criticize the thinness and dependency of the story plot, I urge you to reexamine the animation. Facial reactions, subtle clues that bring about another level of entertainment above the typical narration method of story plot delivery.<br /><br />Square Enix and the great Tetsuya Nomura has set a new bar for quality animation and storytelling. Advent Children has ushered in a new era for CG animations, allowing the subtleties that lie in each character to speak volumes in and of themselves.<br /><br />Thanks Square Enix. The wait was well worth it."
226,"Joseph Brady and Clarence Doolittle are two sailors, who have a four-day shore leave in Hollywood.Joe knows everything about girls and can't wait to see Lola, while Clarence is shyer and needs some advice from his buddy on how to meet girls.They then run into a little boy, Donald Martin, who has ran away in order to join the navy.They take him home and meet his beautiful aunt Susan, who wants to be a singer.Clarence wants Susie to be his girl, but his shyness gets in the way.But he doesn't feel shy with a waitress, who comes from Brooklyn, like he does.Soon Joe notices he's in love with Susie.The boys are in a fix when they lie to Susie on meeting with a big time music producer they don't even know.As they are in a fix with their feelings.George Sidney's Anchors Aweigh (1945) is a great musical comedy.Gene Kelly is top-notch, once again, in his singing and dancing routines.Frank Sinatra is terrific as the shy guy from Brooklyn.Shy isn't the first thing that comes to mind when you think of Frank Sinatra, but he plays his part well.Kathryn Grayson is fantastic as Susan Abbott.We sadly lost this gifted actress and operatic soprano singer last month at the age of 88.The 9-year old Dean Stockwell does amazing job as the little fellow wanting to become a sailor.Jose Iturbi does great job performing himself.It's magic what he does with the piano.Edgar Kennedy plays Chief of police station.Sara Berner is the voice of Jerry Mouse.There's a lot of great stuff in this movie and some fantastic singing and dancing numbers.Just look at Kelly and Sinatra performing ""We Hate to Leave"".It's so energetic.""If You Knew Susie (Like I Know Susie)"" is quite funny.It's a nice moment when Frank sings Brahms' Lullaby to little Dean Stockwell.It's lovely to listen to Grayson singing the tango ""Jealousy"" .The most memorable sequence is the one that takes into the animated fantasy world, and there Gene sings and dances with Jerry Mouse.Also Tom Cat is seen there as the butler.They originally asked Mickey Mouse but he refused.The movie was nominated for five Oscars but Georgie Stoll got one for Original Music Score.Anchors Aweigh is some high class entertainment."
227,"Things to Come is an early Sci-Fi film that shows an imagined world, or ""Everytown"" through 100 years. You can break it up into about 4 different scenes or parts. The film spans from 1940 to 2036 and is mainly about how this ruler or the ""Boss"" wanted to get the capability to fly in airplanes again, after Everytown was bombed and war broke out.<br /><br />This film only has about 3 faults: it's audio is muddy and video had some quirks, the characters aren't deep at all, and the overall plot isn't altogether solid. The plot is lacking something that I can't put my finger on... it just seems a little ""fluffy."" But if you love sci-fi and are interested in what H.G. Wells though might happened in the next hundred years, this is a must see. It's worth seeing just to learn of what everyone was fearing: a long, drawn-out war, because they were just about to go to war with Germany, and there was a threat of biological weapons and everything.<br /><br />Things to Come is a pretty good movie that most people need to see once."
228,"One word can describe this movie and that is weird. I recorded this movie one day because it was a Japanese animation and it was old so I thought it would be interesting. Well it was, the movie is about a young boy who travels the universe to get a metal body so he can seek revenge. On the way he meets very colorful characters and must ultimately decide if he wants the body or not. Very strange, if you are a fan of animation/science-fiction you might want to check this out."
229,"While i was the video store i was browsing through the one dollar rentals and came upon this little gem. I don't know what it was about it but i just had a gut instic about it and wow was i ever right.<br /><br />The story centers around two girls who have just survived a school shooting. One of the girls is Alicia a teenage reble who is the only witness for the full attack and another is Deanna another survivor who survived a bullet to the head by some miracle. Thrown together by fate, they slowly begin a painful and beautiful display of healing and moving on.<br /><br />I just hate it when amazing movies fall through the cracks. Because wow what a performance by Busy Phillips and Erkia Christensen not to mention the rest of the cast! My only complaint is that the DVD was sorely lacking in special features. Oh and some of the jump cuts in the movie were kind of jarring. But all in all a excellent movie."
230,"This movie is a riot. I cannot remember the last time I had such a great time at the movies. I've seen a few good comedies in my time and usually they are pretty funny. But this one is wall to wall great lines. I think Best in Show is the last movie that I laughed so hard and so much in. The movie was non-stop until the end when they did the 5 minutes of sentimental plot clean up. Other than that it's a constant barrage of one liners and goofy situations. I'd like to see it again before it leaves the theater because this is like the Zucker movies where you don't get all the jokes the first time around. You have to see it two or three times to get it all in.<br /><br />As far as the actual film goes, it could have used a better edit, it's choppy at times but we have to be forgiving for that. All the characters are great. It's not like an Adam Sandler movie where he tries to be funny and everyone else suffers around him and is the butt of the joke. I think I will remember all the main characters for years to come because they are all so likable. No victims in this movie. Also, thank God they got a 45 year old actress to play his girlfriend. Catherine Keener plays her and she is a sweetheart in this film. You just wish that women like her really existed. She's not a ""10"" like some of the other leading ladies but somehow her smile is warmer than Julia Roberts overdone overbite.<br /><br />If you see the trailer for this film you may not think too highly of it. I assure you, the trailer does not do it justice. They do not give away all the good jokes. Just some of the mediocre ones.<br /><br />Oh and one more thing. I hope critics put this on their top ten list. Many of them complain that comedies don't get the recognition they deserve and then at the end of the year they don't put it on their list. This means you Ebert!!!"
231,"A fey story of a Martian attempt to colonize Earth. (Things must be pretty bad back on Mars.) Two state troopers investigate the scene of a reported UFO crash. Whatever landed is buried under the ice at Tracy's Pond but there are footsteps in the snow leading to a nearby diner.<br /><br />The diner has had no customers since eleven o'clock that morning. Now there are a handful of bus passengers sitting around waiting for permission to cross a structurally weak bridge. The bus driver insists that six passengers were aboard the bus, although he didn't notice who they were. The problem is that there are now SEVEN people waiting for the journey to be resumed. One of them is an alien, but which one? All of them are suspect. There's the crazy old man (Jack Elam), of course, who seems to exercise a sub rosa wit. There's a blustering businessman who must get to Boston (John Hoyt). A young couple on their honeymoon. (Execrable performance by the husband, Ron Kipling.) Except for the couples, nobody has noticed anyone else. And even the couples are suspicious of each other. Bride to newly minted husband: ""I could have sworn you had a mole on your chin."" The story continues in a sprightly but slightly spooky way -- the phone rings for no reason, the lights go on and off, the juke box turns itself on -- and none of it is to be taken seriously.<br /><br />It's a thoroughly enjoyable ensemble play and the climactic revelation is worth a chuckle. There is no discernible ""depth"" to it. It's not a moral message about pod people masquerading as normal citizens. It's not a warning of any kind, just a fairy tale that diverts and amuses.<br /><br />I always enjoy it when it's on. It's especially interesting to see John Hoyt as the irritable and impatient businessman, knowing that in 1954 he was the Roman Senator who masterminded the assassination of Julius Caesar in MGM's version of Shakespeare's play. And here he is -- with three arms.<br /><br />Oops."
232,"This movie does a great job of explaining the problems that we faced and the fears that we had before we put man into space. As a history of space flight, it is still used today in classrooms that can get one of the rare prints of it. Disney has shown it on ""Vault Disney"" and I wish they would do so again."
233,"In an alternate 1950s, where an outbreak of the undead (caused by a mysterious 'space-dust') has been contained through the use of special electronic collars, a young loner, Timmy, finds a friend in Fido (Billy Connelly), his family's recently acquired domesticated zombie.<br /><br />Fido quickly becomes a surrogate father to Timmy, whose real dad is unable to adequately express his love for his son (or for his hot-to-trot wife, played by the gorgeous Carrie-Anne Moss) having been psychologically scarred as a child (when he was forced to shoot his own father, who tried to eat him!).<br /><br />Timmy runs into a spot of bother, however, when his putrid pal's collar goes on the blink, and he attacks and kills an elderly neighbour. With the authorities on Fido's trail, trouble brewing with a pair of local bullies, and his mother forming a bond with their undead house-help, will Timmy be able to hold on to his new found friend?<br /><br />A refreshing take on the whole zombie schtick, Fido is a thoroughly entertaining, deliciously dark comedy that should appeal to anyone with a slightly twisted sense of humour. Taking the Romero zombie-verse and transplanting it into 1950s small town America is a stroke of genius, and the result is simply one of the most original films to tackle the whole 'reanimated dead' theme that I have seen.<br /><br />Connelly's Fido is a cinematic zombie worthy of inclusion in the Undead Movie Hall of Fame, along with Day Of The Dead's Bub, and Return Of The Living Dead's Tarman; it is not often I feel empathy for a walking corpse, but The Big Yin's performance is so fine that I actually found myself rooting for the big blue bag of pus! The rest of the cast also give commendable performances, with young K'Sun Ray (as Timmy) and Ms.Moss deserving special mentionsRay, because, for one so young, he puts in a particularly assured turn, and Moss because she is so bloody yummy!<br /><br />This is the third zombie film that I have watched this week (the others being the somewhat disappointing Planet Terror and the rather fun Flight Of The Living Dead), and, to my surprise, it is also the best. Director Andrew Currie has given fans of the genre something truly original to treasure and is a talent to be watched in the future.<br /><br />8.5 out of 10, rounded up to 9 for IMDb."
234,"An extremely down-to-earth, well made and acted ""Rodeo"" Western. No gussied up stars needed here as all cast members were regular people telling a real life story about a rodeo hustler and his entourage in the 60's and 70's West. But hats off particularly to Slim Pickens for giving what I think was his signature performance, especially given the fact that he had been a rodeo clown in real life. His role went far beyond the mere clown role as he deeply dealt with all the ""ups and downs"" of the hard-nosed rodeo life and the psychological devastation that so frequently surrounds such a life style. He and Mr. Coburn teamed up extremely well as partners, not only on the circuit itself, but also in the real world outside the corral. Also, check out Anne Archer as Coburn's Native American love interest in the latter part of the movie. Must have been one of her first roles. <br /><br />Not as flashy, perhaps, as ""Junior Bonner"", but equally heart rendering and impacting in its portrayal. Thanks to the Encore Western Channel for showing this true grit of an under-rated movie from time to time."
235,"Despite some reviews being distinctly Luke-warm, I found the story totally engrossing and even if some critics have described the love story as 'Mills and Boon', so what? It is good to see a warm, touching story of real love in these cynical times. Many in the audience were sniffing and surreptitiously dabbing their eyes. You really believe that the young Victoria and Albert are passionately fond of each other, even though, for political reasons, it was an arranged marriage. I did feel though that Sir John Conroy, who was desperate to control the young Queen, is perhaps played too like a pantomime villain. As it is rumoured that he was in fact, the real father of Victoria (as a result of an affair with her mother The Duchess of Kent) it would have been interesting to explore this theory. Emily Blunt is totally convincing as the young Princess, trapped in the stifling palace with courtiers and politicians out to manipulate her. She brilliantly portrays the strength of character and determination that eventually made Victoria a great Queen of England, which prospered as never before, under her long reign. I believe word of mouth recommendations will ensure great success for this most enjoyable and wonderful looking movie."
236,"Such a joyous world has been created for us in Pixar's A Bug's Life; we're immersed in a universe which could only be documented this enjoyably on film, but more precisely a universe which could only be documented through the world of animation. For those who have forgotten what a plentiful and exuberant world animation can offer  when it's in the right hands that is  A Bug's Life is a warm reminder. We walk out of the film with an equally-warm feeling, and a sense of satisfaction derivative of only high-calibre film productions.<br /><br />It is only Pixar's second animated feature. The sub-group of Disney made their spectacular debut and perhaps entirely inadvertent mark on the film world three years prior in 1995, with their landmark movie Toy Story. It was a movie which defied convention, re-invented and breathed new life into animation and defined a whole new level of excellence. Now, they return with their sophomore effort which, to be honest, draws a creeping sense of cynicism in us all prior to seeing the film.<br /><br />After all, it's a film about ants. Well, all walks of the insect and bug world are covered in A Bug's Life, but it is the ant which is the focal point in this film, as humans are the focal point in dramas, romances and so on. How can such an insignificant species of animal such as an ant act as the protagonist of a movie, let alone provide the entire premise of a feature film? Surely they jest. However, we forget that in Toy Story, a bunch of toy-box items were able to become the grandest, most inspiring and lovable bunch of animated heroes and villains ever concocted. The guys at Pixar manage to pull off the same feat, and manage to turn a bunch of dirty and miniscule bugs into the most endearing and pleasant gang of vermin you'll probably ever encounter.<br /><br />Not only are they all entirely amiable and likable  there isn't an unpleasant character in sight; even the villains are riveting characters  but they're colourful, they're eclectic, and they're idiosyncratic. And the array of characters is also gargantuan for lack of a better term, only adding the rich layers of distinctiveness already plastered onto A Bug's Life from the beginning. We shall start with our main character, and our hero. His name is Flik (David Foley), and his character is rather generic to say the least. Out of the thousands of faithful and obedient worker ants residing on the lush, beautiful Ant Island, he is the one considered the 'black sheep' of the clan, as seen in the opening moments of the movie when he inadvertently destroys the season's harvest with his antics.<br /><br />The problem arises in the fact that the ants' harvest is for a bunch of greedy grasshoppers led by Hopper (Kevin Spacey), who are eager to continue to assert their wrath and autocracy amongst the puny little ants; when they show up to Ant Island for their annual banquet and see that their offering is gone, they go insane, for lack of a better term. Hopper offers a proposition to save the ants from total extinction at his pack's hands; however, it's a negotiation which is simply impossible to fulfil. The cogs and clockwork in Flik's mind run at full steam now despite his guilt and shame, and he offers to leave Ant Island in search of some mighty bug warriors who can come to the colony's rescue and fight off Hopper and the grasshoppers.<br /><br />If you think about it, A Bug's Life bears some heavy resemblance to the plot line's of Akira Kurosawa's classic Seven Samurai, or the American remake The Magnificent Seven, in which a village of hapless but good-hearted folk are threatened by malevolent and wicked enemies  one lone village-dweller goes in search for help in the big city, finds it and returns to the colony to drive off evil. In A Bug's Life, the help comes in the form of a down-and-out circus troupe who is mistakenly perceived by Flik as warriors in a bar-room brawl.<br /><br />Much amusement comes out of these scenes, and much amusement comes out of these circus troupe bugs. Among them are an erudite stick insect (David Hyde Pierce), a side-splitting obese German caterpillar by the name of Heimlich and a quasi-femme fatale ladybug who's in fact a gritty and masculine ladybug (Dennis Hopper). It's exceedingly enjoyable watching these bugs on-screen, as it is watching the bugs and the insects interact on-screen, as is the entire movie collectively.<br /><br />As I've said, much amusement and mirth comes out of their characters and joyous interactions with one another, which give way to a bevy of hilarious lines, wonderfully suspenseful and riveting situations and overall a dazzling movie. What makes A Bug's Life even better is that the film isn't restricted simply to children as many may perceive it to be, although children would indeed find more entertainment out of this film  the clichéd kid-friendly situations are a bit more abundant than we'd like. However, it's easy to ignore this fault, and it's incredulously easy to enjoy this film.<br /><br />Although A Bug's Life may not reach the dizzying and landmark standards set by its predecessor, this is still a superb movie, and the start of something promising here. Pixar have proved that they're not just a one-hit wonder, but instead a much-gifted and talented group of film artists in Hollywood. They raise the bar endlessly, and when someone always manages to top their standards, it's only always by themselves. What more is there to say about A Bug's Life other than: see it; it's not quite the best which we've seen from the folks at Emeryville, California, but this beats out the lot of its year  and I'll be damned if this isn't the best animated feature of 1998.<br /><br />8.5/10"
237,"My Father The Hero used to be my favorite movie when I was Younger. It's about Andre, a divorced french man who wants to take his beautiful daughter (katharine heigl} on a vacation, hoping to get a little closer to her. But of course, Nicole isn't that easy to get along with, she just started puberty, i'm guessing. She is angry and hurt that her father was never there for her and decides to give him a hard time. One day at the beach, Nicole meets handsome Ben, and she makes up a wild story about her and her dad. The whole island gets involved and the movie turns into a hilarious wild entertaining movie. I would give My Father The Hero 8/10"
238,"It is surprising that a production like this gets made these days, especially for television. Considering the strong sexual themes and explicit lovemaking scenes, not to mention lesbianism, this has been given superb treatment and direction.<br /><br />The sets and costumes are flawless, the direction is stylish and the characters are likeable. There is a fair amount of humor but it has surprisingly dark interludes. The protagonist is really a tragic figure, but not devoid of happiness. Also, this production avoids the mistake most films/shows make when dealing with homosexuality/lesbianism. The characters are very human. It seems that to allow people to be comfortable with watching gays and lesbians on TV and movies most shows fill it full of cliches and make the characters obsessed with being gay. Not so with this. In Tipping the Velvet, the protagonist is hardly aware of what being lesbian means!<br /><br />The BBC have made some wonderful productions in the past, and this adventurous period piece only confirms their standard of excellence on all fronts."
239,"This is one of my all time favorite movies and I would recommend it to anyone. On my list of favorite movies (mental list, mind) the only ones on par with it are movies such as The Lord of the Rings series, Spirited Away and Fly Away Home.<br /><br />I can really relate to the main character Jess. At the start of the movie she's a shy girl with a slightly odd background who has a lot more friends who are boys than that are girls. She really sucks you into her life. I also certainly can't fault any of the protagonist's acting, or anyone else's in the film.<br /><br />The soccer was interesting to watch even for someone like me who has no idea of the rules. The movie is never boring. The romance is really cute and didn't make me blush tooooo hard! One thing that really made it though was the Indian factor. Jess' parents are Indian and there are many colourful Indian conventions throughout the film providing a very interesting cultural insight as well as everything else. The Indian people are also hilarious! Essentially this is a coming of age film about choosing the path you want and fighting for it.<br /><br />Feel good comedies are becoming my favorite movie genre thanks to this film. They're funny, they're refreshing and they make you feel good! ^_~"
240,"I know that you've already entered this in film festivals (or at least I think you have, I may just be making that up) but I think this should get ""best animated short film"" in every one. Bravo. I can't wait for the full film. I realize that you may not hear this often enough because of the bizarre nature of your animations, but hear it now and accept it as the truth. Kudos, my friend. Okay, now I'm just trying to get ten lines of text... Though I still mean it. And here comes yet another -SHOE!- and I cannot stop here yet. This is extremely annoying and yet at the same time I have nothing better to do. In fact, I'll probably watch all of your movies in yet another spasmodic ""Jason Steele Marathon."" I do have a lot of those.<br /><br />-R"
241,"This animation has a very simple and straightforward good vs. evil plot and is all about action. What sets it apart from other animation is how well the human movements are animated. It was really beautiful seeing the fleeing woman running around on the screen from left to right and look around, her movements were done so well. Why don't they use this rotoscopic technique more these days? It's quite effective.<br /><br />Fire and Ice, in it's prehistoric setting and scarcely dressed women, was clearly devoted to showing the beautiful damsel in distress in various sexy ways, her voluptuous body serving as pure eyecandy. Some may hate this and regard it as yet another moronic male sexual fantasy, others (including plenty of women) will adore it's esthetic quality. I for sure did not mind! Bakshi just loves animating lushious, voluptuous babes, as can also be seen in Cool World, and I don't think he has to apoligize since it's pretty much animation for adults. But I had also enjoyed this animation as a child and I never forgot it.<br /><br />This one was just special, so different from the standard Disney or Anime fare, and for that reason alone well worth the watch since it's possibly Bakshi's finest. For those who like animations with lushious women: try Space Adventure Cobra as well.<br /><br />I give Fire and Ice 8 out of 10."
242,"I am not a Faulkner fan (which is considered sacrilegious, especially since I grew up near the author's hometown); however, I think this is an excellent movie. On par with the quality of the movie ""To Kill a Mocking Bird"". If you haven't seen it, buy it anyway. It's well worth having in your permanent collection. TCM recently played the movie as a part of the Race on Film series. I wish they'd play it more often. Very moving.<br /><br />On a side note, the folks from Oxford, Mississippi, will also enjoy seeing the footage of the town square as it was back in the 1940's. The Courthouse, City Hall, etc.: They're all on screen. I never knew the movie was filmed there until I noticed the familiarity of the buildings. When I saw the arch in the front of City Hall, I began to get suspicious. Look closely at the pennants on Chick's wall: You'll see two for Ole Miss !"
243,"This is one of the best TV productions of a musical ever. I have heard the Merman cast album, the Angela Lansbury album, I have seen Tyne Daly live, and I've seen the Rosalind Russell movie countless times. I think Bette is if not the best, then tied with the best. She captures not just the bravura, but also the pathos of Mama Rose. I was never a Natalie Wood fan, so I really enjoyed Cynthia Gibb, in what is arguably her best role. Everything from the costumes to the sets to the supporting performances is wonderful. The three strippers, led by the always-dependable Christine Ebersole are hard to top. There was supposed to be a TV production of Mame a few years back, with Cher, but I think Bette would be the best bet (pun intended) for Auntie Mame."
244,"Is it a perfect movie? No. It is a weird adaptation from a sci-fi book and it features vampires from space, naked beauties and the British army efficiency.<br /><br />When I first saw this movie I was rather young and all I can remember is the feeling of awe for the movie and Mathilda May. Actually, if it weren't for this gorgeous lady being naked the whole movie, I probably wouldn't have rated it so high, but given her sheer magnificence, I am now actually considering voting it up!<br /><br />Lucky for me I got reminded of the movie and watched it again now. Imagine Raiders of the Lost Ark or Poltergeist special effects splattered unto a rather decent sci-fi story, but with completely over the top performances. I still enjoyed the movie tremendously (as well as Mathilda May), but it was a mixture of nostalgia, comparing with the crap movies they make today and actually wanting more when it ended.<br /><br />Bottom line: if you are a sci-fi fan you are not allowed to miss this movie. Oh, and did I mention Mathilda May is young, beautiful and naked?"
245,"Overall I was rather impressed with the pilot. The initial first fifteen minutes were worrying, as it did feel the creators were trying to create a science fiction version of The O.C but this fear is rectified when a terrorist incident occurs and from here the show steps into themes and situations that I very rarely see television tackle.<br /><br />BSG dealt with themes such as monotheism, existentialism, reality, death and terrorism but they were primarily subtext, there for the viewer to contemplate on or ignore if they so choose. Here on the other hand these subjects are the focus of the show and I personally found myself evoking such works as Ghost In The Shell and The Matrix as reference points while watching and being surprised by how well the themes were being discussed. I think if you are a fan of the two I just mentioned or other films/television shows, which deal with the subjects I referenced, I think you will find at least something here.<br /><br />In terms of a starting point to explain how the situation we know in BSG came about I believe they handled it in a very interesting way, I especially liked how they explained where the Cylon's belief in one God came from and the creation of Caprica had just enough advanced and contemporary technology thrown in to make it appear in the future but not completely alien to us as viewers.<br /><br />The only real weak points I noticed were the relationship between the Greystone parents and the actress who plays 'Lacy Rand'. While I like Eric Stoltz and Paula Malcomson individually, together their scenes seemed to lack chemistry, at this point it could simply be down to developing their characters, but this is something I think needs work. I also found Magda Apanowicz to be unconvincing in her role. This again could be down to experience and time needed to develop, but throughout the episode her acting appeared forced and not completely confident.<br /><br />Based on the pilot I greatly look forward to seeing where 'Caprica' goes in the future and hopefully it will touch the greatness that BSG once did."
246,"one of the best ensemble acted films I've ever seen. There isn't much to the plot, but the acting- incredible. You see the characters change ever so subtly, undr the influence of the rented villa in Italy, and love. And happiness. The film casts a mesmerizing spell on you, much as the villa does on all the women. Truly ""enchanted""."
247,"I haven't seen this movie in about 5 years, but it still haunts me. <br /><br />When asked about my favorite films, this is the one that I seem to always mention first. There are certain films (works of art like this film, ""Dark City"", and ""Breaking the Waves"") that seem to touch a place within you, a place so protected and hidden and yet so sensitive, that they make a lifelong impression on the viewer, not unlike a life-changing event, such as the ending of a serious relationship or the death of a friend... This film ""shook"" me when I first saw it. It left me with an emotional hangover that lasted for several days."
248,"Seven Ups has been compared to Bullitt for the chase scene, but does not come anywhere near matching Bullitt. Bullitt has a beginning that builds builds builds. When McQueen leaves the seedy hotel, gets into his Mustang, which is parked under the Embarcadero Freeway (now torn down) and notices the Charger sitting nearbye, you know you are about to see something spectacular. From that moment on, when McQueen starts that car, begins the best car chase sequence ever filmed. Adding to it is a terrific Lalo Schriffin If I remember correctly sound track. This goes on for a long time before you actually hear the first tires squealing. That shot of McQueen's Mustang suddenly appearing in Bill Hickman's rear view mirror is unmatched for visual impact. Hickman's look of surprise and double take really adds to the effect. Then of course, San Francisco is unmatched for the setting of cars racing up and down hills and around bends. Also, Bullitt being filmed in the 60s when cars were still ""Hot"" (Mustang GT and Dodge Charger) made for a better set of wheels then two boring, smog device laden Pontiacs in the 1970s Seven Ups. Bill Hickman was the driver of the bad guy car in both movies. I saw him sitting at an insider movie preview once on the Univeral lot when I was doing movie reviews for a paper. They gave it a good try in Seven Ups though with the chase scene. Seven ups had a few ""jumps"" over little hills, (Yawn) but of course they were not San Francisco hills. The Seven Ups chase, where they are actually going fast, is longer than the go fast sequence in Bullitt. But the scene of a single shotgun blast totally blowing the hood OFF of Roy Schieders Pontiac is the height of absurdity. Strictly Hollywood, I would say, except that it was filmed in New York."
